node,depth,mean_kendall_tau,std_kendall_tau,num_instances
Customizing text data vectorization and preprocessing for feature extraction in machine learning,4,,,3
Vectorizing text data with custom vocabulary and preserving order in feature extraction,5,,,1
Implementing custom text preprocessing functions for feature extraction and vectorization in machine learning.,5,,,2
Implementing custom preprocessing functions for text vectorization in machine learning.,6,,,1
Implementing custom text preprocessing functions for feature extraction in machine learning.,6,,,1
Implementing and extracting features and outputs from machine learning models using scikit-learn,3,0.8406054358006481,0.24954236151662001,19
Extracting feature names using indexing and selection techniques,4,,,3
Extracting feature names using feature selection techniques in Python,5,,,2
Extracting selected feature names from a model using feature selection techniques in Python.,6,,,1
Extracting selected feature names from a model using feature selection techniques in Python.,6,,,1
Extracting selected feature names from a model using boolean indexing.,5,,,1
Extracting intermediate outputs from scikit-learn pipelines,4,,,3
Extracting intermediate outputs and data states from scikit-learn pipelines using named steps,5,,,2
Extracting intermediate outputs from scikit-learn pipelines using named steps and fit_transform methods,6,,,1
Extracting intermediate data states from a scikit-learn pipeline using named steps.,6,,,1
Extracting intermediate transformation results from a scikit-learn pipeline,5,,,1
Vectorizing text data with custom vocabulary in Python using scikit-learn's CountVectorizer,4,,,1
Applying L1 regularization in linear models for feature selection and extraction of feature names.,4,,,3
Utilizing linear models with L1 regularization for feature selection and extracting selected feature names from a sparse matrix.,5,,,1
Performing feature selection using linear models with L1 regularization.,5,,,1
Extracting selected feature names from a linear model using L1 regularization in scikit-learn.,5,,,1
Extracting class names from model instances in Python,4,,,3
Extracting class names from model instances in Python using the `type()` function.,5,,,1
Extracting class names from model instances in Python,5,,,2
Extracting class names from model instances in Python.,6,,,1
Extracting class names from model instances in Python.,6,,,1
Implementing support vector regression with various kernels using scikit-learn,4,0.8164965809277261,1.1102230246251565e-16,4
Implementing support vector regression with polynomial kernels using scikit-learn,5,0.9999999999999999,0.0,2
Implementing support vector regression with a polynomial kernel using scikit-learn.,6,,,1
Implementing Support Vector Regression with polynomial kernels using scikit-learn,6,,,1
Implementing support vector regression with a radial basis function kernel in scikit-learn.,5,0.49999999999999994,0.0,2
Implementing regression analysis using Support Vector Machines with a radial basis function kernel in Python's scikit-learn library.,6,,,1
Implementing support vector regression using a radial basis function kernel in scikit-learn.,6,,,1
Extracting model coefficients from fitted pipelines in scikit-learn,4,,,2
Extracting model coefficients from a fitted pipeline in scikit-learn,5,,,1
Extracting model coefficients from a fitted pipeline in scikit-learn,5,,,1
Managing and implementing data processing and computational techniques for machine learning and numerical analysis tasks,3,,,17
Formatting and manipulating datetime objects for specific representations and component extraction.,4,,,3
Formatting datetime objects into a specified string representation.,5,,,1
Formatting datetime objects to extract and represent specific date components.,5,,,1
Removing timezone information from datetime objects and formatting them in a specified string representation.,5,,,1
Splitting and managing datasets for machine learning tasks while ensuring data integrity and model efficiency,4,,,11
Splitting sorted data into training and testing sets while ensuring temporal integrity.,5,,,1
Splitting a dataframe into training and testing sets while separating features and target variables.,5,,,1
Saving and loading machine learning models using serialization techniques.,5,,,1
Sorting and deduplicating data based on conditional criteria,5,,,1
Splitting strings into multiple components based on whitespace and handling variable-length name structures.,5,,,1
Concatenating data frames and utilizing machine learning models for predictions.,5,,,1
Implementing time-based data splitting for machine learning tasks,5,0.9999999999999999,0.0,2
Implementing time-based data splitting for training and testing sets,6,,,1
Implementing time-based data splitting for training and testing sets in machine learning.,6,,,1
Splitting datasets into training and testing sets while defining feature and target variables using pandas and scikit-learn,5,,,3
Splitting datasets into training and testing sets using pandas and scikit-learn,6,,,2
Splitting datasets into training and testing sets using pandas and scikit-learn.,7,,,1
Splitting datasets into training and testing sets using pandas and scikit-learn.,7,,,1
Splitting datasets into training and testing sets while defining feature and target variables using pandas and scikit-learn.,6,,,1
Implementing numerical integration techniques for solving time-dependent differential equations,4,,,3
Implementing time-dependent differential equation solvers using numerical integration techniques.,5,,,1
Implementing time-dependent differential equation solvers using numerical integration techniques.,5,,,1
Implementing time-dependent differential equation solvers using numerical integration techniques.,5,,,1
Implementing advanced numerical and regression techniques for data modeling and analysis in Python,3,,,11
Implementing a flexible function for fitting Fourier series using variable-length parameter lists in Python.,4,,,1
Fitting logarithmic models using polynomial regression in Python,4,,,2
Fitting logarithmic models to data using polynomial regression techniques in Python.,5,,,1
Fitting logarithmic models to data using polynomial regression techniques in Python.,5,,,1
Applying rolling window functions for time series integration using numerical methods.,4,,,1
Applying spline interpolation techniques for data analysis and extrapolation,4,-0.49999999999999994,0.0,2
Utilizing bivariate spline interpolation for multidimensional data analysis,5,,,1
Extrapolating data using B-spline interpolation with SciPy in Python.,5,,,1
Utilizing polynomial regression and fitting techniques for model optimization,4,0.49999999999999994,0.0,2
Utilizing polynomial fitting techniques with NumPy to optimize parameter estimation through least squares minimization.,5,,,1
Utilizing polynomial regression techniques to fit a quadratic model to data points.,5,,,1
Integrating probability density functions using numerical methods in Python,4,,,2
Integrating probability density functions using numerical methods in Python.,5,,,1
Integrating probability density functions using numerical methods in Python,5,,,1
Utilizing curve fitting techniques to model nonlinear relationships in data analysis.,4,,,1
"Performing comprehensive data manipulation, transformation, and analysis using advanced pandas and numpy techniques",2,1.0,0.0,306
"Aggregating, transforming, and analyzing grouped data using pandas techniques",3,0.952659863237109,0.16053821448610303,57
Applying Min-Max scaling to grouped data in a DataFrame using pandas and scikit-learn,4,,,2
Applying MinMax scaling to grouped data in a pandas DataFrame.,5,,,1
Applying Min-Max scaling to grouped data in a DataFrame using scikit-learn.,5,,,1
Aggregating and analyzing data conditionally using pandas functions and custom logic,4,0.5252857093264299,0.412536101073034,12
Aggregating data by applying conditional filtering and calculating mean values in a pandas DataFrame.,5,,,1
Aggregating dataframe rows based on conditional thresholds and calculating statistics,5,,,2
Aggregating dataframe rows based on conditional thresholds and calculating mean values for grouped data.,6,,,1
Aggregating dataframe rows based on conditional value thresholds using pandas.,6,,,1
Utilizing conditional aggregation and custom functions in pandas,5,,,3
Applying conditional aggregation using groupby and lambda functions in pandas.,6,,,1
Grouping and aggregating data using custom and conditional functions in pandas,6,,,2
Grouping and aggregating data using custom functions in pandas,7,,,1
Grouping and aggregating data using conditional functions in pandas.,7,,,1
Dynamically aggregating grouped data based on column name patterns and data types in a pandas DataFrame.,5,,,1
Grouping and counting conditional occurrences in a pandas DataFrame using lambda functions,5,0.49999999999999994,0.0,2
Grouping and counting conditional occurrences in a pandas DataFrame using lambda functions.,6,,,1
Grouping and counting conditional occurrences in a pandas DataFrame.,6,,,1
Grouping data conditionally and calculating group-wise statistics using pandas,5,,,3
Grouping data conditionally and calculating group-wise statistics using pandas,6,,,2
Grouping data conditionally and calculating group-wise statistics in pandas.,7,,,1
Grouping data conditionally and calculating group-wise statistics using pandas.,7,,,1
Grouping data conditionally and calculating group-wise means using pandas.,6,,,1
Transforming and expanding time series data while aggregating values based on categorical grouping.,4,,,1
Aggregating and transforming grouped data conditionally,4,,,5
Grouping data and performing cumulative calculations with conditional transformations,5,,,3
Grouping data and applying cumulative functions to derive new columns,6,,,2
Grouping data by a specific column and calculating cumulative sums within each group.,7,,,1
Grouping data by a key and applying cumulative functions to derive new columns.,7,,,1
Grouping data by categories and calculating cumulative sums with conditional transformations.,6,,,1
Dynamically aggregating grouped data by conditionally processing columns based on their types and values.,5,0.49999999999999994,0.0,2
Dynamically aggregating grouped data by conditionally summing numeric columns while preserving non-numeric column values.,6,,,1
Dynamically aggregating grouped data by applying conditional functions to multiple columns based on their names and data types.,6,,,1
Applying sorting functions to grouped data in pandas DataFrames,4,-0.49999999999999994,0.0,2
Applying sorting functions to grouped data in pandas DataFrames.,5,,,1
Applying sorting functions to grouped data in pandas DataFrames,5,,,1
Grouping and filtering data by columns based on maximum values.,4,,,3
Grouping data by multiple columns and filtering rows based on maximum values in a specific column.,5,,,1
Grouping data by multiple columns and filtering rows based on maximum values in a specific column.,5,,,1
Grouping data by multiple columns and filtering rows based on maximum values in a specific column.,5,,,1
Customizing data aggregation and transformation using pandas,4,,,6
Aggregating multiple columns with different functions in a pivot table using pandas.,5,,,1
Implementing iterative data aggregation and transformation with custom functions using pandas,5,,,2
Implementing iterative data aggregation and transformation using pandas,6,,,1
Implementing custom aggregation functions on pandas DataFrames using iterative indexing and conditional logic,6,,,1
Creating customized pivot tables in pandas,5,,,2
Creating pivot tables with customized aggregation functions in pandas,6,,,1
Creating pivot tables with customized aggregation functions in pandas,6,,,1
Aggregating data with custom functions in pivot tables using pandas,5,,,1
Grouping and filtering data using pandas,4,0.7845782220824177,0.1763623545450088,5
Grouping and filtering data using pandas,5,,,3
Grouping data by multiple columns and filtering rows based on maximum values in a specific column using pandas.,6,,,1
Grouping data by multiple columns and filtering rows based on maximum values in a specific column using pandas.,6,,,1
Grouping data by multiple columns and filtering rows based on maximum values in a specific column using pandas.,6,,,1
Grouping and filtering data using pandas,5,0.9999999999999999,0.0,2
Grouping data by multiple columns and filtering rows based on minimum values in a specific column using pandas.,6,,,1
Grouping data by multiple columns and filtering rows based on minimum values in a specific column using pandas.,6,,,1
"Grouping, aggregating, and analyzing data using pandas techniques",4,0.5452516921786419,0.2716830934884221,18
Aggregating and transforming data using groupby and statistical functions in pandas,5,,,2
Aggregating and transforming data using groupby and apply functions in pandas,6,,,1
Aggregating data using groupby operations and applying statistical functions in pandas.,6,,,1
Filtering and aggregating data in a pandas DataFrame.,5,,,1
Grouping and aggregating data using pandas for multi-dimensional and multi-level analysis based on time and categorical attributes,5,,,3
Grouping and aggregating data using pandas across multiple time dimensions and categories,6,,,2
Grouping and aggregating data using pandas to calculate counts based on multiple time dimensions and categorical values.,7,,,1
Grouping and aggregating data by multiple time periods using pandas.,7,,,1
Grouping and aggregating data using pandas for multi-level counts based on date attributes and categorical values.,6,,,1
Grouping and aggregating data in a pandas DataFrame using mean calculations and handling data type conversions,5,,,2
Grouping and aggregating data in a pandas DataFrame using mean calculations while handling data type conversions.,6,,,1
Grouping and aggregating data using mean calculations in a pandas DataFrame.,6,,,1
Aggregating data using groupby operations to compute statistical measures.,5,,,1
Analyzing relationships between data columns using grouping and counting techniques in pandas.,5,,,1
Aggregating and transforming data using pandas functions,5,,,2
Aggregating and transforming data into structured lists using pandas groupby and apply functions.,6,,,1
Aggregating and transforming data into structured lists using pandas groupby and apply functions,6,,,1
Grouping and processing time series data using pandas with datetime indexing and resampling techniques.,5,-0.9999999999999999,0.0,2
Grouping and aggregating time series data using pandas with datetime indexing and resampling techniques.,6,,,1
Grouping and averaging time series data using pandas with datetime indexing and resampling techniques.,6,,,1
Grouping and aggregating data using pandas DataFrame techniques,5,,,3
Grouping and aggregating data using pandas for analysis,6,,,2
Grouping and aggregating data using pandas for statistical analysis,7,,,1
Grouping and aggregating data using pandas DataFrame methods.,7,,,1
Grouping and aggregating data in a pandas DataFrame using index manipulation.,6,,,1
Analyzing relationships between DataFrame columns using grouping and counting techniques.,5,,,1
Handling grouped data with custom aggregation and NaN preservation in pandas,4,0.7025578117937447,0.15191835884530852,3
Grouping and aggregating data with custom handling of NaN values in pandas.,5,,,1
Applying custom aggregation functions to grouped dataframes while preserving NaN values,5,0.9999999999999999,0.0,2
Applying custom aggregation functions to grouped dataframes while preserving NaN values.,6,,,1
Applying custom aggregation functions to grouped dataframes while preserving NaN values.,6,,,1
"Manipulating and transforming data in pandas DataFrames using statistical, datetime, and categorical methods.",3,0.7432993161855452,0.3244748130993817,46
Manipulating and organizing data in pandas DataFrames,4,,,3
Extracting and sorting cross-validation results into a pandas DataFrame,5,,,1
Validating and extracting data types in pandas dataframes,5,,,2
Validating data types in a pandas dataframe and extracting non-integer values.,6,,,1
Validating data types in a pandas dataframe and extracting non-integer values.,6,,,1
Removing timezone information from datetime objects in pandas DataFrames and sorting them,4,,,3
Removing timezone information from datetime objects in a pandas DataFrame and sorting the results.,5,,,1
Removing timezone information from datetime objects in pandas DataFrames,5,,,2
Removing timezone information from datetime objects in a pandas DataFrame.,6,,,1
Removing timezone information from datetime objects in a pandas DataFrame.,6,,,1
Expanding and transforming DataFrames with NaN filling and statistical methods,4,,,5
Sorting and expanding lists within a Pandas DataFrame to create multiple columns with NaN filling for unequal lengths.,5,,,1
Transforming and expanding DataFrames while filling missing values using statistical methods,5,,,4
Transforming and expanding time series data in pandas DataFrames while filling missing values using group statistics,6,,,3
Transforming and expanding time series data in a pandas DataFrame while filling missing values based on group statistics.,7,,,1
Transforming and expanding time series data in pandas DataFrames while filling missing values,7,,,2
Transforming and expanding time series data in a pandas DataFrame while filling missing values.,8,,,1
Transforming and expanding time series data in a pandas DataFrame while filling missing values.,8,,,1
Transforming a multi-index DataFrame by expanding date ranges and filling missing values with zeros.,6,,,1
Manipulating DataFrame indices and rows using pandas,4,,,5
Extracting minimum and maximum values from a DataFrame index using pandas.,5,,,1
Manipulating rows in a Pandas dataframe using index labels,5,,,4
Dropping specified rows from a Pandas dataframe using a list of index labels.,6,,,1
Extracting unique rows from a dataframe based on a specified list of indices.,6,,,1
Extracting rows from a Pandas dataframe using index labels,6,,,2
Extracting specific rows from a Pandas dataframe using a list of index labels.,7,,,1
Extracting specific rows from a Pandas dataframe using a list of index labels.,7,,,1
Sorting data structures by multiple criteria,4,,,4
Sorting a MultiIndexed DataFrame by specific columns or index levels while preserving the order of identical values.,5,,,2
Sorting a MultiIndexed pandas DataFrame by a specific column while maintaining the original order of elements with identical values.,6,,,1
Sorting a MultiIndexed DataFrame by a specific index level while maintaining the original order of elements with the same index value.,6,,,1
Sorting data in a pandas Series by multiple criteria using lexicographical order,5,,,2
Sorting data by multiple criteria using lexicographical order in a pandas Series.,6,,,1
Sorting a pandas Series by multiple criteria using lexicographical order.,6,,,1
Transforming and comparing categorical data in DataFrames using frequency-based methods and specified indices.,4,,,6
Transforming categorical data using frequency-based methods in pandas while preserving specific values.,5,,,3
Transforming categorical data based on frequency counts while preserving specific values in a pandas DataFrame.,6,,,1
Transforming categorical data using frequency-based methods in pandas.,6,-0.9999999999999999,0.0,2
Transforming categorical data based on frequency counts using pandas.,7,,,1
Transforming categorical data based on frequency counts using conditional mapping in pandas.,7,,,1
Shuffling DataFrame rows based on a specified index list and comparing categorical values for discrepancies.,5,,,1
Transforming categorical data using frequency-based conditional replacement in DataFrames.,5,,,2
Transforming categorical data based on frequency counts using conditional replacement in a DataFrame.,6,,,1
Transforming categorical data based on frequency counts using conditional replacement in pandas.,6,,,1
"Filtering, formatting, and ranking datetime data in pandas DataFrames.",4,,,11
Filtering a pandas DataFrame by excluding specific date entries from the index.,5,,,1
Filtering and formatting date entries in a pandas dataframe based on specified time intervals.,5,,,1
Formatting datetime objects and ranking grouped data in a DataFrame.,5,,,1
Calculating the mode and median of date indices in a pandas DataFrame.,5,,,1
Ranking datetime values within grouped data using pandas,5,,,2
Ranking datetime values within grouped data using pandas.,6,,,1
Ranking datetime values within grouped data using pandas.,6,,,1
Filtering overlapping rows in a pandas DataFrame based on date differences,5,,,2
Filtering overlapping rows in a pandas DataFrame based on date differences.,6,,,1
Filtering rows in a pandas dataframe based on date differences to remove overlapping entries.,6,,,1
Filtering and formatting date and datetime data in pandas DataFrames,5,,,2
Filtering and formatting datetime indices in a pandas DataFrame.,6,,,1
Filtering and formatting date data in a DataFrame using pandas.,6,,,1
Mapping dictionary values to DataFrame columns while preserving NaN entries and formatting date outputs.,5,,,1
Identifying and managing duplicate data in pandas dataframes,4,,,5
Identifying and annotating duplicate data in pandas dataframes,5,,,2
Transforming data in a pandas dataframe to identify and annotate duplicate rows based on specific columns.,6,,,1
Transforming data in a pandas dataframe to identify and annotate duplicate entries.,6,,,1
Applying data manipulation techniques using pandas for identifying and indexing duplicate rows based on specific column criteria.,5,,,2
Implementing data manipulation techniques using pandas for identifying and indexing duplicate rows based on specific column criteria.,6,,,1
Utilizing pandas for identifying and indexing duplicate rows based on specific column criteria.,6,,,1
Transforming dataframes by identifying and indexing duplicate rows using groupby and idxmax in pandas.,5,,,1
Manipulating and transforming time-related data using pandas,4,,,3
Calculating and transforming datetime data using pandas,5,,,2
Transforming datetime data and calculating time differences using pandas.,6,,,1
Calculating time differences between datetime objects in a DataFrame using pandas.,6,,,1
Performing time series data manipulation and calculating time differences using pandas.,5,,,1
Transforming multi-index levels by applying datetime parsing to string representations.,4,,,1
Manipulating and transforming data using advanced pandas techniques,3,0.9963299316185545,0.025690478670118363,89
Merging dataframes using time-based alignment,4,,,2
Merging dataframes using time-based alignment with pandas' merge_asof function,5,,,1
Merging dataframes using time-based alignment with pandas' merge_asof function,5,,,1
Transforming and manipulating complex data structures using advanced pandas techniques,4,0.7975067860720625,0.075163773426274,17
Applying preprocessing techniques to maintain DataFrame structure during transformation.,5,,,1
Transforming multi-level column DataFrames into a long format using dynamic value variable selection in Pandas.,5,,,1
Utilizing Dask for efficient data manipulation and transformation through string splitting and row expansion.,5,,,1
Reshaping data frames using multi-dimensional and multi-level indexing techniques,5,,,2
Reshaping data frames by melting and stacking multi-dimensional data into a long format.,6,,,1
Reshaping data frames by utilizing multi-level indexing and stacking/unstacking techniques.,6,,,1
Performing advanced DataFrame manipulations using vectorized operations and method chaining in pandas.,5,,,2
Applying mathematical transformations to DataFrame columns using lambda functions and method chaining in pandas.,6,,,1
Applying vectorized operations and DataFrame transformations in pandas to create new columns based on existing data.,6,,,1
Transforming data structures using pandas,5,,,2
Transforming data structures using pandas for reshaping and stacking operations.,6,,,1
Transforming data structures using pandas for reshaping and stacking operations.,6,,,1
Reshaping and preparing data for machine learning model training using pandas and scikit-learn.,5,,,1
Transforming binary columns into a single categorical column using index maximum selection.,5,,,1
Transforming complex data structures into structured dataframes,5,,,3
Extracting and transforming nested data structures into a structured dataframe format.,6,,,1
Transforming data structures in distributed dataframes,6,,,2
Transforming data structures by splitting and stacking column values in a distributed dataframe.,7,,,1
Transforming data structures by splitting and stacking column values in a distributed dataframe environment.,7,,,1
Handling multi-level indexing in Pandas DataFrames,5,0.7152176750308538,0.1476381070618067,3
Generalizing data transformation using multi-level column indexing in Pandas.,6,,,1
Parsing and manipulating multi-index levels in pandas DataFrames,6,0.49999999999999994,0.0,2
Parsing multi-index DataFrames and manipulating index levels in pandas.,7,,,1
Parsing and transforming multi-index levels in a pandas DataFrame.,7,,,1
Handling and transforming data using pandas,4,,,7
Manipulating and combining data structures using pandas,5,,,5
Concatenating data structures using pandas techniques,6,0.9999999999999999,0.0,2
Concatenating list elements into a single string using pandas and string manipulation techniques.,7,,,1
Concatenating lists within a pandas DataFrame column into a single list.,7,,,1
Reversing and concatenating elements in a pandas DataFrame,6,0.13999999999999999,0.4799999999999999,3
Reversing lists within a pandas DataFrame and concatenating their elements into a single string.,7,,,1
Joining and reversing list elements in a pandas DataFrame to create a single concatenated string.,7,,,1
Joining and reversing string elements in a pandas DataFrame.,7,,,1
Concatenating strings from DataFrame columns,5,0.9999999999999999,0.0,2
Joining strings from a dataframe column into a single series entry,6,,,1
Joining strings from a pandas DataFrame into a single concatenated value.,6,,,1
Manipulating and merging DataFrames with advanced column and row transformations in Pandas,4,,,10
Manipulating and renaming DataFrame columns and elements in pandas,5,,,3
Filtering and renaming dataframe columns based on substring matching.,6,,,1
Merging and renaming DataFrame elements in pandas,6,,,2
Merging and renaming DataFrame columns using row values in pandas.,7,,,1
Merging and renaming DataFrame rows in pandas for data preprocessing.,7,,,1
Merging DataFrames with column selection in Pandas,5,0.9999999999999999,0.0,2
Merging DataFrames while selecting specific columns in Pandas,6,,,1
Merging DataFrames while selecting specific columns in Pandas,6,,,1
Converting binary DataFrame columns into categorical lists through iterative row processing.,5,,,1
Transforming multi-row dataframes into single-row formats with customized column names using Pandas.,5,,,2
Transforming a multi-row dataframe into a single row with modified column names using Pandas.,6,,,1
Transforming multi-row dataframes into single-row formats with customized column naming in Pandas.,6,,,1
Merging and deduplicating DataFrames while preserving order and specific row values.,5,,,2
Merging and deduplicating DataFrames while preserving specific row values and order.,6,,,1
Merging and deduplicating DataFrames while preserving order in pandas.,6,,,1
Splitting and transforming string data into multiple DataFrame columns using pandas methods.,4,,,6
Splitting strings into multiple columns using DataFrame string methods and list unpacking.,5,,,1
Manipulating DataFrame columns and splitting strings based on conditions in pandas,5,,,2
Splitting strings based on conditions and manipulating DataFrame columns in pandas,6,,,1
Splitting strings based on conditions and manipulating DataFrame columns in pandas.,6,,,1
Applying Pandas to transform lists into separate dataframe columns while handling variable lengths.,5,,,1
Splitting string columns and creating new columns in a pandas DataFrame,5,,,2
Splitting string columns in a pandas DataFrame using the str.split() method and creating new columns from the resulting lists.,6,,,1
Splitting string columns in a pandas DataFrame using the str.split() method and creating new columns from the resulting lists.,6,,,1
Manipulating and transforming data in pandas using regular expressions and string operations,4,,,12
Replacing substrings in DataFrame columns and evaluating expressions in Python.,5,,,1
Extracting and transforming data using regular expressions in pandas DataFrames,5,,,4
Extracting and transforming data using regular expressions in pandas DataFrames,6,,,1
Extracting and transforming data using regular expressions in pandas DataFrames,6,,,1
Extracting and transforming data using regular expressions in pandas DataFrames,6,,,1
Extracting and transforming data using regular expressions in pandas DataFrames,6,,,1
Parsing strings using regular expressions and string manipulation methods in pandas,5,,,3
Parsing strings using regular expressions and string manipulation methods in pandas.,6,,,1
Parsing strings using regular expressions and string manipulation methods in pandas.,6,,,1
Parsing strings using regular expressions and string manipulation methods in pandas.,6,,,1
Replacing substrings in DataFrame columns using regular expressions,5,0.21999999999999997,0.44899888641287294,4
Replacing substrings in DataFrame columns using regular expressions in pandas,6,,,1
Replacing substrings in DataFrame columns using regular expressions in pandas,6,,,3
Replacing substrings in DataFrame columns using regular expressions in pandas.,7,,,1
Replacing substrings in DataFrame columns using regular expressions in pandas.,7,,,1
Replacing substrings in DataFrame columns using regular expressions in pandas.,7,,,1
Renaming DataFrame columns selectively and programmatically,4,,,5
Renaming specific columns in a DataFrame while maintaining other column names.,5,0.9999999999999999,0.0,2
Renaming the first column of a dataframe while preserving the names of subsequent columns.,6,,,1
Renaming the last column of a DataFrame while preserving the names of other columns with identical headers.,6,,,1
Renaming DataFrame columns programmatically,5,,,3
Renaming dataframe columns conditionally and applying prefixes programmatically,6,,,1
Renaming DataFrame columns using pandas,6,,,2
Renaming DataFrame columns by applying a prefix using pandas.,7,,,1
Renaming DataFrame columns by applying a suffix using pandas.,7,,,1
Structuring and organizing data into DataFrames using cross-validation and array manipulation techniques,4,,,15
Extracting cross-validation results into a structured DataFrame,5,,,1
Transforming and structuring data into Pandas DataFrames using NumPy for array manipulation and data organization,5,,,14
Creating structured numpy arrays with specified data types for pandas DataFrame construction,6,,,1
Implementing iterative data manipulation and optimization techniques using pandas and numpy.,6,,,1
Creating DataFrames from scaled numpy arrays while preserving index and column information,6,,,1
Creating tuples from corresponding elements of multiple dataframes using numpy and pandas.,6,,,1
Converting structured data from a Bunch object to a Pandas DataFrame using appropriate methods and data manipulation techniques.,6,,,1
Transforming a pandas series of numpy arrays into a structured dataframe using from_records method.,6,,,1
Constructing a recursive function to transform a DataFrame into a nested dictionary structure.,6,,,1
Flattening arrays and constructing DataFrames,6,0.49999999999999994,0.0,2
Flattening multidimensional arrays and constructing a pandas DataFrame from them.,7,,,1
Flattening multidimensional arrays and constructing a pandas DataFrame from them.,7,,,1
Transforming data into structured Pandas DataFrames using NumPy for array manipulation and column naming,6,,,4
Transforming a pandas Series of numpy arrays into a structured DataFrame with named columns.,7,,,1
Transforming structured data into Pandas DataFrames using NumPy for array manipulation and column naming,7,,,3
Converting structured data into Pandas DataFrames using NumPy for array manipulation,8,,,2
Converting structured data into a Pandas DataFrame using NumPy for array manipulation.,9,,,1
Converting structured data into a Pandas DataFrame using NumPy for array manipulation.,9,,,1
Transforming structured data into a Pandas DataFrame using NumPy for array manipulation and column naming.,8,,,1
Converting DataFrame columns to a Series with appropriate indexing.,6,,,1
Manipulating DataFrames using pandas for complex data structuring and indexing.,4,,,5
Transforming a DataFrame by stacking and resetting indices in pandas.,5,,,1
Constructing a DataFrame from tuple data using column stacking and specifying column names.,5,,,1
Transforming data structures into a MultiIndex format using pandas,5,,,3
Transforming column tuples into a MultiIndex DataFrame structure,6,,,1
Transforming column headers into a MultiIndex format using tuples in pandas,6,0.49999999999999994,0.0,2
Transforming column headers into a MultiIndex format using tuples in pandas.,7,,,1
Transforming column headers into a MultiIndex format using tuples in pandas.,7,,,1
"Handling and transforming data within DataFrames, including string manipulation, merging with sparse matrices, list transformation, and managing missing values and date formats.",4,0.6615476066494084,0.25302456561193126,10
Transforming lists within a dataframe into separate columns while handling variable lengths and filling missing values with NaNs.,5,,,1
Manipulating and aggregating string data in DataFrames,5,0.7152176750308538,0.14763810706180666,3
Joining and aggregating string data from a pandas DataFrame.,6,,,1
Applying data manipulation and string filtering techniques to concatenate non-null values across DataFrame columns,6,0.49999999999999994,0.0,2
Applying string manipulation and data filtering techniques in pandas to concatenate non-null values across multiple columns.,7,,,1
Applying data manipulation techniques to concatenate non-null values across multiple columns in a DataFrame.,7,,,1
Merging sparse matrix data with pandas DataFrames,5,0.31999999999999995,0.46647615158762396,3
Merging sparse matrix representations with pandas DataFrames,6,,,1
Merging sparse matrix data with pandas DataFrames using concatenation techniques.,6,0.49999999999999994,0.0,2
Merging sparse matrix representations with pandas DataFrames using concatenation techniques.,7,,,1
Merging sparse matrix data into a pandas DataFrame using concatenation techniques.,7,,,1
Concatenating and merging dataframes while handling missing values and formatting dates,5,,,3
Merging and concatenating dataframes while filling missing values and sorting by columns,6,,,2
Concatenating and merging dataframes while filling missing values and sorting by multiple columns.,7,,,1
Merging and concatenating dataframes while filling missing values based on a key column.,7,,,1
Concatenating dataframes and merging columns based on keys while formatting date representations.,6,,,1
Encoding and transforming categorical data in pandas DataFrames,3,,,11
Transforming categorical variables into numerical format using LabelEncoder in pandas DataFrames,4,,,2
Utilizing LabelEncoder for categorical data transformation in pandas DataFrames,5,,,1
Utilizing LabelEncoder to transform categorical variables into numerical format in a DataFrame.,5,,,1
Mapping categorical variables to unique identifiers and transforming dataframes.,4,,,4
Mapping categorical variables to unique identifiers and transforming dataframes in Pandas.,5,,,1
Mapping categorical values to unique identifiers in a DataFrame.,5,,,3
Mapping categorical values to unique identifiers using a dictionary in a DataFrame.,6,,,1
Mapping categorical values to unique identifiers using a dictionary in a DataFrame.,6,,,1
Mapping categorical values to unique identifiers using a dictionary in a DataFrame.,6,,,1
Utilizing MultiLabelBinarizer for one-hot encoding categorical data in pandas DataFrames,4,,,4
Utilizing MultiLabelBinarizer for one-hot encoding of list elements in a pandas DataFrame.,5,,,1
Transforming categorical data into a one-hot encoded format using pandas and sklearn's MultiLabelBinarizer.,5,,,1
Utilizing MultiLabelBinarizer for one-hot encoding categorical data in pandas,5,,,2
Utilizing MultiLabelBinarizer for one-hot encoding categorical data in pandas.,6,,,1
Utilizing MultiLabelBinarizer for one-hot encoding categorical data in pandas.,6,,,1
grouping and counting data by categorical bins in a DataFrame,4,,,1
Performing advanced conditional DataFrame manipulation and filtering,3,,,49
Utilizing boolean indexing and operations for advanced DataFrame manipulation and filtering,4,0.6466666666666666,0.4131720115292311,6
Extracting selected feature names from a model using boolean indexing on DataFrame columns.,5,,,1
Filtering data frames based on dynamic column conditions using boolean masking and aggregation functions.,5,,,1
Applying boolean indexing and string operations for data manipulation in DataFrames,5,-0.49999999999999994,0.0,2
Utilizing boolean indexing and conditional selection with NumPy to categorize data based on string matching in a DataFrame.,6,,,1
Filtering and transforming data types in a pandas DataFrame using boolean indexing and string methods.,6,,,1
Filtering multi-level indexed dataframes using boolean series for conditional and hierarchical selection.,5,,,2
Filtering multi-level indexed dataframes using boolean series for conditional selection.,6,,,1
Filtering multi-level indexed dataframes using boolean series for hierarchical indexing.,6,,,1
Filtering and manipulating DataFrame elements based on various conditional criteria using pandas.,4,0.56,0.3158058475287202,6
Filtering DataFrame rows and columns based on maximum value conditions,5,,,1
